link;title;year count;mean;median;mode; mode frequency;standard deviation;1st Quartile;3rd Quartile;IQR;minimum value;maximum value;filter min;filter max
https://plato.stanford.edu/entries/abduction/;Abduction ;238;1997;1999;1994;13;16;1989;2009;20;1912;2017;1200;2020
https://plato.stanford.edu/entries/abelard/;Peter Abelard ;110;1983;1988;2004;15;33;1976;2004;28;1849;2018;1200;2020
https://plato.stanford.edu/entries/abhidharma/;Abhidharma ;101;1994;1997;2004;13;16;1991;2004;13;1941;2018;1200;2020
https://plato.stanford.edu/entries/abilities/;Abilities ;196;1988;2000;2020;17;44;1978;2011;33;1748;2020;1200;2020
https://plato.stanford.edu/entries/abner-burgos/;Abner of Burgos ;61;1854;1984;2020;5;271;1961;2010;49;1260;2020;1200;2020
https://plato.stanford.edu/entries/abrabanel/;Judah Abrabanel ;80;1796;1971;1983;8;245;1521;1992;471;1304;2016;1200;2020
https://plato.stanford.edu/entries/abstract-objects/;Abstract Objects ;93;1975;1986;XXXX;XXXX;47;1975;1997;22;1690;2020;1200;2020
https://plato.stanford.edu/entries/action/;Action ;208;1994;1998;2000;17;14;1987;2005;18;1962;2016;1200;2020
https://plato.stanford.edu/entries/action-perception/;Action-based Theories of Perception ;484;1952;1979;XXXX;XXXX;82;1928;2004;76;1228;2020;1200;2020
https://plato.stanford.edu/entries/actualism/;Actualism ;153;1980;1983;1985;11;22;1973;1995;22;1903;2016;1200;2020
https://plato.stanford.edu/entries/actualism-possibilism-ethics/;Actualism and Possibilism in Ethics ;276;1990;1993;XXXX;XXXX;45;1976;2011;35;1509;2020;1200;2020
https://plato.stanford.edu/entries/adaptationism/;Adaptationism ;288;1993;1996;2003;19;15;1985;2004;19;1930;2016;1200;2020
https://plato.stanford.edu/entries/addams-jane/;Jane Addams ;116;1945;1965;2002;9;61;1894;2002;108;1795;2018;1200;2020
https://plato.stanford.edu/entries/adorno/;Theodor W. Adorno ;183;1987;1995;1998;11;24;1970;2005;35;1903;2016;1200;2020
https://plato.stanford.edu/entries/advance-directives/;Advance Directives and Substitute Decision-Making ;32;1998;1999;1999;6;7;1993;2004;11;1986;2016;1200;2020
https://plato.stanford.edu/entries/aesthetic-concept/;The Concept of the Aesthetic ;235;1947;1987;1995;13;92;1958;2002;44;1711;2020;1200;2020
https://plato.stanford.edu/entries/aesthetics-19th-romantic/;19th Century Romantic Aesthetics ;181;1946;1991;XXXX;XXXX;83;1882;2002;120;1760;2016;1200;2020
https://plato.stanford.edu/entries/aesthetic-judgment/;Aesthetic Judgment ;157;1961;1994;XXXX;XXXX;74;1965;2001;36;1757;2019;1200;2020
https://plato.stanford.edu/entries/aesthetics-18th-british/;18th Century British Aesthetics ;187;1840;1794;1879;23;107;1757;1964;207;1711;2020;1200;2020
https://plato.stanford.edu/entries/environmental-aesthetics/;Environmental Aesthetics ;728;2002;2008;2018;55;34;1998;2014;16;1214;2020;1200;2020
https://plato.stanford.edu/entries/aesthetics-existentialist/;Existentialist Aesthetics ;303;1954;1960;1948;26;75;1946;1977;31;1207;2019;1200;2020
https://plato.stanford.edu/entries/aesthetics-18th-french/;18th Century French Aesthetics ;179;1789;1748;1751;8;116;1714;1877;163;1581;2019;1200;2020
https://plato.stanford.edu/entries/aesthetics-18th-german/;18th Century German Aesthetics ;513;1881;1928;2006;12;119;1769;1996;227;1451;2020;1200;2020
https://plato.stanford.edu/entries/aesthetics-of-everyday/;Aesthetics of the Everyday ;676;2008;2012;2017;74;15;2004;2016;12;1757;2019;1200;2020
https://plato.stanford.edu/entries/affirmative-action/;Affirmative Action ;475;1979;2001;2004;30;105;1982;2007;25;1217;2018;1200;2020
https://plato.stanford.edu/entries/africana/;Africana Philosophy ;410;1942;1974;1995;21;72;1900;1995;95;1600;2019;1200;2020
https://plato.stanford.edu/entries/african-ethics/;African Ethics ;69;1970;1968;1954;14;21;1954;1984;30;1920;2016;1200;2020
https://plato.stanford.edu/entries/african-sage/;African Sage Philosophy ;72;1981;1983;1968;6;18;1968;1995;27;1938;2016;1200;2020
https://plato.stanford.edu/entries/afterlife/;Afterlife ;140;1993;1999;2010;9;26;1982;2010;28;1845;2020;1200;2020
https://plato.stanford.edu/entries/agency/;Agency ;444;1992;2000;2003;35;47;1987;2008;21;1317;2019;1200;2020
https://plato.stanford.edu/entries/shared-agency/;Shared Agency ;207;1993;2002;2009;17;50;1992;2009;17;1641;2017;1200;2020
https://plato.stanford.edu/entries/agrippa-nettesheim/;Heinrich Cornelius Agrippa von Nettesheim ;176;1753;1648;1965;8;233;1524;1992;468;1455;2017;1200;2020
https://plato.stanford.edu/entries/akan-person/;Akan Philosophy of the Person ;38;1987;1992;1992;19;14;1984;1992;8;1944;2016;1200;2020
https://plato.stanford.edu/entries/al-baghdadi/;âAbd al-Latif al-Baghdadi ;206;1959;1994;2017;12;139;1970;2010;40;1217;2019;1200;2020
https://plato.stanford.edu/entries/al-farabi/;al-Farabi ;194;2003;2008;2019;20;17;1996;2015;19;1930;2020;1200;2020
https://plato.stanford.edu/entries/al-farabi-logic/;al-Farabi's Philosophy of Logic and Language ;207;1989;2002;2018;14;63;1985;2013;28;1270;2020;1200;2020
https://plato.stanford.edu/entries/al-farabi-soc-rel/;al-Farabi's Philosophy of Society and Religion ;85;1998;2002;2012;9;23;1992;2011;19;1844;2016;1200;2020
https://plato.stanford.edu/entries/al-farabi-psych/;al-Farabi's Psychology and Epistemology ;58;1998;2004;2006;5;18;1992;2010;18;1938;2020;1200;2020
https://plato.stanford.edu/entries/al-ghazali/;al-Ghazali ;274;1952;1993;2000;32;137;1959;2002;43;1215;2020;1200;2020
https://plato.stanford.edu/entries/al-kindi/;al-Kindi ;151;1983;1992;1950;12;23;1969;2002;33;1920;2020;1200;2020
https://plato.stanford.edu/entries/albalag/;Isaac Albalag ;158;1975;1986;XXXX;XXXX;92;1966;2005;39;1252;2020;1200;2020
https://plato.stanford.edu/entries/albert-saxony/;Albert of Saxony ;87;1860;1994;XXXX;XXXX;263;1964;2007;43;1316;2019;1200;2020
https://plato.stanford.edu/entries/albert-great/;Albert the Great ;139;1827;1980;2001;24;295;1908;2001;93;1200;2020;1200;2020
https://plato.stanford.edu/entries/albo-joseph/;Joseph Albo ;141;1929;1980;1997;8;153;1955;2001;46;1380;2020;1200;2020
https://plato.stanford.edu/entries/alcmaeon/;Alcmaeon ;183;1977;1982;2012;21;41;1962;2005;43;1597;2017;1200;2020
https://plato.stanford.edu/entries/alexander/;Samuel Alexander ;180;1936;1928;1939;23;38;1920;1940;20;1859;2018;1200;2020
https://plato.stanford.edu/entries/alexander-aphrodisias/;Alexander of Aphrodisias ;152;1975;1996;2001;10;96;1985;2005;20;1260;2017;1200;2020
https://plato.stanford.edu/entries/algebra/;Algebra ;11;1950;1975;XXXX;XXXX;70;1894;2012;118;1847;2020;1200;2020
https://plato.stanford.edu/entries/algebra-logic-tradition/;The Algebra of Logic Tradition ;256;1918;1916;XXXX;XXXX;59;1870;1962;92;1685;2016;1200;2020
https://plato.stanford.edu/entries/alienation/;Alienation ;83;1961;1991;2014;8;70;1968;2004;36;1712;2018;1200;2020
https://plato.stanford.edu/entries/althusser/;Louis Althusser ;298;1977;1978;2005;14;32;1961;2002;41;1844;2018;1200;2020
https://plato.stanford.edu/entries/altruism/;Altruism ;135;1972;2001;XXXX;XXXX;70;1976;2012;36;1739;2020;1200;2020
https://plato.stanford.edu/entries/altruism-biological/;Biological Altruism ;193;1978;1998;2006;18;96;1980;2006;26;1218;2020;1200;2020
https://plato.stanford.edu/entries/altruism-empirical/;Empirical Approaches to Altruism ;220;1971;1997;1991;18;95;1981;2011;30;1270;2020;1200;2020
https://plato.stanford.edu/entries/alyngton/;Robert Alyngton ;40;1764;1975;XXXX;XXXX;286;1397;1993;596;1324;2017;1200;2020
https://plato.stanford.edu/entries/ambiguity/;Ambiguity ;144;1986;1990;XXXX;XXXX;26;1977;2001;24;1787;2016;1200;2020
https://plato.stanford.edu/entries/ammonius/;Ammonius ;229;1981;1999;1990;25;74;1988;2009;21;1360;2017;1200;2020
https://plato.stanford.edu/entries/analogy-medieval/;Medieval Theories of Analogy ;41;1844;1996;1220;4;301;1963;2008;45;1220;2017;1200;2020
https://plato.stanford.edu/entries/reasoning-analogy/;Analogy and Analogical Reasoning ;371;1971;1990;XXXX;XXXX;76;1968;2008;40;1351;2019;1200;2020
https://plato.stanford.edu/entries/analysis/;Analysis ;69;1946;1992;2007;6;106;1949;2003;54;1589;2016;1200;2020
https://plato.stanford.edu/entries/analytic-synthetic/;The Analytic/Synthetic Distinction ;436;1976;1984;1998;35;39;1965;1998;33;1690;2020;1200;2020
https://plato.stanford.edu/entries/anaphora/;Anaphora ;195;1994;1994;2005;18;13;1984;2005;21;1960;2016;1200;2020
https://plato.stanford.edu/entries/anarchism/;Anarchism ;226;1967;1992;2010;17;56;1940;2010;70;1793;2017;1200;2020
https://plato.stanford.edu/entries/anaxagoras/;Anaxagoras ;232;1993;2003;2007;30;28;1983;2008;25;1827;2019;1200;2020
https://plato.stanford.edu/entries/anderson-john/;John Anderson ;174;1967;1969;1950;9;31;1943;1996;53;1893;2017;1200;2020
https://plato.stanford.edu/entries/cognition-animal/;Animal Cognition ;976;1988;2003;2006;61;75;1992;2008;16;1204;2019;1200;2020
https://plato.stanford.edu/entries/consciousness-animal/;Animal Consciousness ;546;1987;2001;2005;41;59;1992;2007;15;1243;2020;1200;2020
https://plato.stanford.edu/entries/animalism/;Animalism ;390;1999;2002;2016;46;29;1994;2011;17;1689;2020;1200;2020
https://plato.stanford.edu/entries/moral-animal/;The Moral Status of Animals ;149;1984;1998;1998;9;54;1986;2009;23;1780;2017;1200;2020
https://plato.stanford.edu/entries/anomalous-monism/;Anomalous Monism ;329;1984;1987;1985;37;28;1977;1995;18;1677;2020;1200;2020
https://plato.stanford.edu/entries/anscombe/;Gertrude Elizabeth Margaret Anscombe ;92;1976;1977;1966;5;25;1959;1996;37;1914;2020;1200;2020
https://plato.stanford.edu/entries/anselm/;Saint Anselm ;62;1988;2007;XXXX;XXXX;75;1992;2012;20;1494;2020;1200;2020
https://plato.stanford.edu/entries/antiochus-ascalon/;Antiochus of Ascalon ;84;1998;2000;2012;24;19;1992;2012;20;1914;2020;1200;2020
https://plato.stanford.edu/entries/apriori/;A Priori Justification and Knowledge ;321;2003;2006;1998;45;20;1998;2013;15;1787;2020;1200;2020
https://plato.stanford.edu/entries/aquinas/;Saint Thomas Aquinas ;70;1892;1993;1997;5;245;1961;2000;39;1225;2016;1200;2020
https://plato.stanford.edu/entries/aquinas-moral-political/;Aquinas' Moral, Political, and Legal Philosophy ;72;1906;1998;XXXX;XXXX;244;1989;2005;16;1253;2020;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-metaphysics/;Arabic and Islamic Metaphysics ;272;1938;2004;XXXX;XXXX;183;1964;2011;47;1207;2018;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-natural/;Arabic and Islamic Natural Philosophy and Natural Science ;130;1967;1992;2009;7;118;1976;2006;30;1209;2020;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-language/;Arabic and Islamic Philosophy of Language and Logic ;316;1955;1989;2010;27;137;1971;2006;35;1259;2019;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-mind/;Arabic and Islamic Psychology and Philosophy of Mind ;65;1979;1985;2000;4;22;1961;1999;38;1930;2016;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-greek/;Greek Sources in Arabic and Islamic Philosophy ;498;1973;1992;2011;38;89;1973;2005;32;1258;2017;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-judaic/;Influence of Arabic and Islamic Philosophy on Judaic Thought ;374;1847;1973;1893;14;265;1899;1998;99;1200;2016;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-influence/;Influence of Arabic and Islamic Philosophy on the Latin West ;313;1900;1998;2007;20;234;1975;2007;32;1220;2020;1200;2020
https://plato.stanford.edu/entries/arabic-islamic-mysticism/;Mysticism in Arabic and Islamic Philosophy ;90;1860;1983;1996;11;241;1833;1998;165;1201;2016;1200;2020
https://plato.stanford.edu/entries/arcesilaus/;Arcesilaus ;69;1980;1987;1999;6;26;1978;1996;18;1895;2016;1200;2020
https://plato.stanford.edu/entries/architecture/;Philosophy of Architecture ;388;1962;1991;1994;23;80;1968;2002;34;1485;2016;1200;2020
https://plato.stanford.edu/entries/archytas/;Archytas ;291;1980;1994;2014;28;73;1970;2009;39;1291;2020;1200;2020
https://plato.stanford.edu/entries/arendt/;Hannah Arendt ;137;1978;1984;XXXX;XXXX;26;1965;1997;32;1871;2019;1200;2020
https://plato.stanford.edu/entries/aristotelianism-renaissance/;Aristotelianism in the Renaissance ;122;1827;1980;1500;9;229;1582;1996;414;1300;2018;1200;2020
https://plato.stanford.edu/entries/aristotle/;Aristotle ;98;1855;1988;1999;6;266;1923;2000;77;1217;2020;1200;2020
https://plato.stanford.edu/entries/aristotle-commentators/;Commentators on Aristotle ;206;1998;2002;2006;12;20;1993;2008;15;1819;2017;1200;2020
https://plato.stanford.edu/entries/aristotle-biology/;Aristotle's Biology ;135;1994;1997;XXXX;XXXX;23;1987;2010;23;1837;2017;1200;2020
https://plato.stanford.edu/entries/aristotle-categories/;Aristotle's Categories ;96;1984;1988;2012;27;34;1972;2012;40;1846;2016;1200;2020
https://plato.stanford.edu/entries/aristotle-ethics/;Aristotle's Ethics ;484;1992;1999;2012;31;64;1989;2007;18;1253;2018;1200;2020
https://plato.stanford.edu/entries/aristotle-logic/;Aristotle's Logic ;114;1984;1988;1981;8;20;1976;1996;20;1904;2020;1200;2020
https://plato.stanford.edu/entries/aristotle-metaphysics/;Aristotle's Metaphysics ;367;1991;1991;1994;34;16;1979;2003;24;1921;2020;1200;2020
https://plato.stanford.edu/entries/aristotle-politics/;Aristotle's Political Theory ;250;1968;1997;2013;19;138;1990;2008;18;1252;2017;1200;2020
https://plato.stanford.edu/entries/aristotle-psychology/;Aristotle's Psychology ;279;1987;1992;XXXX;XXXX;20;1979;1996;17;1862;2020;1200;2020
https://plato.stanford.edu/entries/aristotle-rhetoric/;Aristotle's Rhetoric ;81;1759;1959;1357;5;291;1403;1990;587;1216;2016;1200;2020
https://plato.stanford.edu/entries/aristotle-causality/;Aristotle on Causality ;115;1995;1995;2012;11;15;1985;2010;25;1958;2019;1200;2020
https://plato.stanford.edu/entries/aristotle-mathematics/;Aristotle and Mathematics ;85;1971;1981;1987;7;46;1973;1989;16;1615;2016;1200;2020
https://plato.stanford.edu/entries/aristotle-natphil/;Aristotle's Natural Philosophy ;59;1992;1993;2015;4;20;1983;2008;25;1926;2018;1200;2020
https://plato.stanford.edu/entries/aristotle-noncontradiction/;Aristotle on Non-contradiction ;125;1983;1993;1999;12;33;1975;2004;29;1777;2019;1200;2020
https://plato.stanford.edu/entries/arnauld/;Antoine Arnauld ;149;1825;1785;1996;8;164;1676;1995;319;1513;2017;1200;2020
https://plato.stanford.edu/entries/arrows-theorem/;Arrow's Theorem ;234;1974;1986;XXXX;XXXX;72;1968;2007;39;1253;2019;1200;2020
https://plato.stanford.edu/entries/erotic-art/;Erotic Art ;364;1962;2001;2012;50;101;1974;2011;37;1500;2018;1200;2020
https://plato.stanford.edu/entries/conceptual-art/;Conceptual Art ;103;1983;1988;1973;6;23;1969;2002;33;1914;2017;1200;2020
https://plato.stanford.edu/entries/art-definition/;The Definition of Art ;173;1995;2000;2000;17;15;1989;2005;16;1950;2018;1200;2020
https://plato.stanford.edu/entries/artifact/;Artifact ;288;2000;2007;2007;48;47;1995;2011;16;1233;2020;1200;2020
https://plato.stanford.edu/entries/artificial-intelligence/;Artificial Intelligence ;477;1988;2000;2006;25;71;1988;2009;21;1203;2020;1200;2020
https://plato.stanford.edu/entries/ethics-ai/;Ethics of Artificial Intelligence and Robotics ;638;2007;2016;2018;121;42;2012;2018;6;1201;2020;1200;2020
https://plato.stanford.edu/entries/logic-ai/;Logic and Artificial Intelligence ;605;1990;1994;1995;42;31;1986;1998;12;1292;2020;1200;2020
https://plato.stanford.edu/entries/assertion/;Assertion ;310;1989;2001;2011;25;46;1976;2009;33;1309;2016;1200;2020
https://plato.stanford.edu/entries/associationist-thought/;Associationist Theories of Thought ;324;1978;2000;2009;23;89;1981;2010;29;1279;2020;1200;2020
https://plato.stanford.edu/entries/astell/;Mary Astell ;196;1944;2002;2002;52;126;1986;2004;18;1400;2019;1200;2020
https://plato.stanford.edu/entries/atheism-agnosticism/;Atheism and Agnosticism ;118;1979;2006;2013;14;62;1983;2013;30;1757;2018;1200;2020
https://plato.stanford.edu/entries/atomism-modern/;Atomism from the 17th to the 20th Century ;188;1958;1982;2002;10;62;1952;2002;50;1718;2016;1200;2020
https://plato.stanford.edu/entries/atomism-ancient/;Ancient Atomism ;61;1984;1997;XXXX;XXXX;51;1982;2006;24;1653;2016;1200;2020
https://plato.stanford.edu/entries/attention/;Attention ;383;1978;2004;2011;32;74;1982;2011;29;1203;2017;1200;2020
https://plato.stanford.edu/entries/augustine/;Saint Augustine ;531;1992;2002;2012;59;56;1994;2012;18;1266;2020;1200;2020
https://plato.stanford.edu/entries/auriol/;Peter Auriol ;146;1866;1998;2000;14;261;1949;2002;53;1225;2016;1200;2020
https://plato.stanford.edu/entries/austin-john/;John Austin ;133;1942;1985;1832;13;88;1879;2000;121;1597;2018;1200;2020
https://plato.stanford.edu/entries/austin-jl/;John Langshaw Austin ;616;1974;1969;1962;61;22;1962;1990;28;1884;2020;1200;2020
https://plato.stanford.edu/entries/authenticity/;Authenticity ;304;1973;1991;1992;19;53;1969;2002;33;1754;2020;1200;2020
https://plato.stanford.edu/entries/authority/;Authority ;78;1968;1990;2001;10;78;1974;2001;27;1668;2020;1200;2020
https://plato.stanford.edu/entries/autonomy-moral/;Autonomy in Moral and Political Philosophy ;361;1994;1995;1989;30;25;1989;2003;14;1785;2020;1200;2020
https://plato.stanford.edu/entries/personal-autonomy/;Personal Autonomy ;379;1991;1996;XXXX;XXXX;33;1986;2004;18;1739;2018;1200;2020
https://plato.stanford.edu/entries/ayer/;Alfred Jules Ayer ;115;1977;1980;1979;14;23;1963;1991;28;1910;2018;1200;2020
https://plato.stanford.edu/entries/francis-bacon/;Francis Bacon ;390;1890;1968;1901;31;158;1889;1995;106;1200;2020;1200;2020
https://plato.stanford.edu/entries/roger-bacon/;Roger Bacon ;446;1766;1988;1997;30;338;1276;2006;730;1200;2020;1200;2020
https://plato.stanford.edu/entries/basing-epistemic/;The Epistemic Basing Relation ;94;1990;1989;XXXX;XXXX;42;1981;2009;28;1615;2019;1200;2020
https://plato.stanford.edu/entries/baudrillard/;Jean Baudrillard ;203;1986;1990;1970;12;17;1972;1998;26;1920;2020;1200;2020
https://plato.stanford.edu/entries/bauer/;Bruno Bauer ;228;1891;1848;1848;17;68;1841;1970;129;1809;2017;1200;2020
https://plato.stanford.edu/entries/bayes-theorem/;BayesÃ¢ÂÂ Theorem ;67;1984;1996;2000;9;41;1982;2000;18;1764;2019;1200;2020
https://plato.stanford.edu/entries/bayle/;Pierre Bayle ;92;1881;1986;2016;6;151;1697;2006;309;1598;2017;1200;2020
https://plato.stanford.edu/entries/beardsley-aesthetics/;BeardsleyÃ¢ÂÂs Aesthetics ;33;1972;1982;2005;5;49;1958;2005;47;1744;2016;1200;2020
https://plato.stanford.edu/entries/beauty/;Beauty ;105;1898;1931;1790;8;110;1790;1990;200;1450;2016;1200;2020
https://plato.stanford.edu/entries/beauvoir/;Simone de Beauvoir ;229;1980;1987;XXXX;XXXX;41;1964;2003;39;1539;2020;1200;2020
https://plato.stanford.edu/entries/behaviorism/;Behaviorism ;198;1975;1984;1998;16;43;1971;1998;27;1632;2019;1200;2020
https://plato.stanford.edu/entries/belief/;Belief ;398;1989;1992;XXXX;XXXX;31;1980;2007;27;1740;2019;1200;2020
https://plato.stanford.edu/entries/ethics-belief/;The Ethics of Belief ;367;1985;2002;2000;27;62;1992;2007;15;1641;2018;1200;2020
https://plato.stanford.edu/entries/formal-belief/;Formal Representations of Belief ;620;1989;2000;2019;33;59;1986;2012;26;1338;2020;1200;2020
https://plato.stanford.edu/entries/belief-merging/;Belief Merging and Judgment Aggregation ;213;1994;2002;2007;16;39;1994;2009;15;1638;2016;1200;2020
https://plato.stanford.edu/entries/bell-theorem/;Bell's Theorem ;559;1980;1989;XXXX;XXXX;79;1978;2004;26;1200;2020;1200;2020
https://plato.stanford.edu/entries/principle-beneficence/;The Principle of Beneficence in Applied Ethics ;83;1989;2003;2003;5;50;1988;2009;21;1714;2019;1200;2020
https://plato.stanford.edu/entries/benjamin/;Walter Benjamin ;296;1981;1995;2005;29;35;1951;2005;54;1845;2020;1200;2020
https://plato.stanford.edu/entries/bentham/;Jeremy Bentham ;424;1914;1969;1838;35;89;1829;1993;164;1712;2020;1200;2020
https://plato.stanford.edu/entries/bergson/;Henri Bergson ;164;1964;1981;2002;14;42;1930;1999;69;1859;2020;1200;2020
https://plato.stanford.edu/entries/berkeley/;George Berkeley ;87;1945;1988;1989;6;100;1974;1994;20;1685;2020;1200;2020
https://plato.stanford.edu/entries/berlin/;Isaiah Berlin ;484;1987;2000;2002;34;39;1978;2009;31;1680;2020;1200;2020
https://plato.stanford.edu/entries/bessarion/;Basil [Cardinal] Bessarion ;127;1786;1978;2015;6;259;1469;2010;541;1399;2018;1200;2020
https://plato.stanford.edu/entries/implicit-bias/;Implicit Bias ;722;1998;2010;2016;67;81;2005;2015;10;1203;2019;1200;2020
https://plato.stanford.edu/entries/binarium/;Binarium Famosissimum ;49;1920;1955;1980;6;182;1946;1984;38;1220;2016;1200;2020
https://plato.stanford.edu/entries/biology-individual/;Biological Individuals ;490;2001;2011;2016;92;38;1998;2016;18;1500;2019;1200;2020
https://plato.stanford.edu/entries/biology-experiment/;Experiment in Biology ;291;1990;1997;XXXX;XXXX;26;1984;2007;23;1843;2018;1200;2020
https://plato.stanford.edu/entries/biology-philosophy/;Philosophy of Biology ;509;1992;1999;2005;25;43;1984;2006;22;1228;2020;1200;2020
https://plato.stanford.edu/entries/biomedicine/;Philosophy of Biomedicine ;231;1999;2011;2017;20;76;2003;2016;13;1213;2020;1200;2020
https://plato.stanford.edu/entries/blame/;Blame ;244;2005;2011;2013;40;13;2001;2013;12;1961;2018;1200;2020
https://plato.stanford.edu/entries/bodily-awareness/;Bodily Awareness ;495;1987;2004;1995;38;71;1990;2014;24;1213;2020;1200;2020
https://plato.stanford.edu/entries/bodin/;Jean Bodin ;631;1859;1984;2013;46;193;1596;2006;410;1300;2018;1200;2020
https://plato.stanford.edu/entries/boethius/;Anicius Manlius Severinus Boethius ;92;1987;1991;2009;7;28;1984;2001;17;1867;2016;1200;2020
https://plato.stanford.edu/entries/boethius-dacia/;Boethius of Dacia ;166;1916;1994;2009;11;225;1974;2009;35;1260;2020;1200;2020
https://plato.stanford.edu/entries/bohr-correspondence/;Bohr's Correspondence Principle ;219;1956;1951;1924;19;36;1923;1990;67;1868;2020;1200;2020
https://plato.stanford.edu/entries/bolzano/;Bernard Bolzano ;302;1918;1934;2004;13;75;1843;1992;149;1781;2018;1200;2020
https://plato.stanford.edu/entries/bolzano-logic/;Bolzano's Logic ;294;1969;1992;2004;29;59;1973;2003;30;1662;2016;1200;2020
https://plato.stanford.edu/entries/bonaventure/;Saint Bonaventure ;114;1662;1942;XXXX;XXXX;365;1257;1992;735;1210;2020;1200;2020
https://plato.stanford.edu/entries/boole/;George Boole ;172;1881;1854;1847;17;64;1841;1920;79;1776;2018;1200;2020
https://plato.stanford.edu/entries/boolalg-math/;The Mathematics of Boolean Algebra ;11;1960;1997;2018;2;123;1976;2015;39;1596;2018;1200;2020
https://plato.stanford.edu/entries/bosanquet/;Bernard Bosanquet ;338;1944;1934;XXXX;XXXX;47;1908;1994;86;1817;2018;1200;2020
https://plato.stanford.edu/entries/boundary/;Boundary ;299;1967;1987;2007;15;66;1958;1998;40;1267;2016;1200;2020
https://plato.stanford.edu/entries/bounded-rationality/;Bounded Rationality ;606;1982;1995;2012;26;62;1975;2008;33;1259;2020;1200;2020
https://plato.stanford.edu/entries/boyle/;Robert Boyle ;334;1891;1982;1772;19;143;1752;1998;246;1559;2019;1200;2020
https://plato.stanford.edu/entries/bradley/;Francis Herbert Bradley ;98;1947;1960;XXXX;XXXX;53;1901;1995;94;1846;2017;1200;2020
https://plato.stanford.edu/entries/bradley-moral-political/;Francis Herbert Bradley's Moral and Political Philosophy ;43;1968;1993;XXXX;XXXX;56;1919;2012;93;1863;2018;1200;2020
https://plato.stanford.edu/entries/bradley-regress/;Bradley's Regress ;200;1972;1997;2008;19;69;1933;2008;75;1250;2017;1200;2020
https://plato.stanford.edu/entries/brentano/;Franz Brentano ;213;1960;1978;2017;14;50;1919;2001;82;1838;2019;1200;2020
https://plato.stanford.edu/entries/brentano-judgement/;Brentano's Theory of Judgement ;131;1952;1973;2017;9;82;1907;2009;102;1265;2020;1200;2020
https://plato.stanford.edu/entries/broad/;Charlie Dunbar Broad ;205;1950;1948;1959;27;27;1925;1959;34;1874;2017;1200;2020
https://plato.stanford.edu/entries/brouwer/;Luitzen Egbertus Jan Brouwer ;166;1943;1946;XXXX;XXXX;80;1920;1990;70;1235;2020;1200;2020
https://plato.stanford.edu/entries/bruno/;Giordano Bruno ;214;1821;1944;2000;15;211;1591;2000;409;1215;2020;1200;2020
https://plato.stanford.edu/entries/buber/;Martin Buber ;165;1953;1958;XXXX;XXXX;38;1923;1983;60;1860;2020;1200;2020
https://plato.stanford.edu/entries/buddha/;Buddha ;27;1998;2005;2009;3;21;1991;2012;21;1932;2019;1200;2020
https://plato.stanford.edu/entries/buridan/;John Buridan ;127;1929;1999;2004;8;198;1984;2008;24;1200;2018;1200;2020
https://plato.stanford.edu/entries/burke/;Edmund Burke ;134;1861;1795;1981;14;107;1770;1981;211;1678;2020;1200;2020
https://plato.stanford.edu/entries/burley/;Walter Burley ;134;1727;1972;1324;15;327;1324;1996;672;1275;2016;1200;2020
https://plato.stanford.edu/entries/butler-moral/;Joseph Butler's Moral Philosophy ;91;1925;1992;1992;15;123;1826;2008;182;1640;2018;1200;2020
https://plato.stanford.edu/entries/byzantine-philosophy/;Byzantine Philosophy ;314;1836;1982;XXXX;XXXX;279;1892;2005;113;1204;2018;1200;2020
https://plato.stanford.edu/entries/cambridge-platonists/;The Cambridge Platonists ;112;1827;1848;1675;6;165;1662;1996;334;1609;2020;1200;2020
https://plato.stanford.edu/entries/campanella/;Tommaso Campanella ;160;1814;1927;XXXX;XXXX;183;1623;1997;374;1568;2016;1200;2020
https://plato.stanford.edu/entries/camus/;Albert Camus ;101;1967;1973;2004;6;64;1945;2004;59;1427;2017;1200;2020
https://plato.stanford.edu/entries/cancer/;Cancer ;403;2005;2011;2016;37;37;2004;2015;11;1400;2019;1200;2020
https://plato.stanford.edu/entries/capability-approach/;The Capability Approach ;432;2004;2008;2009;32;36;2002;2013;11;1279;2020;1200;2020
https://plato.stanford.edu/entries/cardano/;Girolamo [Geronimo] Cardano ;130;1784;1942;2013;7;225;1557;2005;448;1265;2019;1200;2020
https://plato.stanford.edu/entries/carnap/;Rudolf Carnap ;1007;1973;1987;2007;53;52;1949;2007;58;1211;2020;1200;2020
https://plato.stanford.edu/entries/carneades/;Carneades ;102;1989;1997;1997;9;27;1985;2006;21;1887;2020;1200;2020
https://plato.stanford.edu/entries/cassirer/;Ernst Cassirer ;151;1943;1936;1929;12;34;1923;1959;36;1871;2016;1200;2020
https://plato.stanford.edu/entries/categories/;Categories ;274;1977;1983;1913;22;32;1962;2003;41;1781;2018;1200;2020
https://plato.stanford.edu/entries/medieval-categories/;Medieval Theories of the Categories ;234;1770;1976;2003;20;313;1347;1999;652;1200;2016;1200;2020
