link;title;year count;mean;median;mode; mode frequency;standard deviation;1st Quartile;3rd Quartile;IQR;minimum value;maximum value;filter min;filter max
https://plato.stanford.edu/entries/curry-paradox/;Curry's Paradox ;206;1993;2006;2015;23;27;1975;2014;39;1908;2018;1200;2020
https://plato.stanford.edu/entries/cusanus/;Cusanus, Nicolaus [Nicolas of Cusa] ;200;1850;1990;2002;9;244;1464;2002;538;1401;2017;1200;2020
https://plato.stanford.edu/entries/peter-damian/;Peter Damian ;62;1982;1996;1996;8;33;1975;1999;24;1906;2020;1200;2020
https://plato.stanford.edu/entries/dance/;The Philosophy of Dance ;698;2002;2010;XXXX;XXXX;24;1997;2014;17;1581;2020;1200;2020
https://plato.stanford.edu/entries/dante/;Dante Alighieri ;226;1905;1995;1995;14;234;1970;2006;36;1220;2018;1200;2020
https://plato.stanford.edu/entries/daoism/;Daoism ;78;1981;1982;1979;6;17;1972;1992;20;1913;2020;1200;2020
https://plato.stanford.edu/entries/daoism-religion/;Religious Daoism ;410;1987;2000;2000;54;73;1987;2004;17;1250;2020;1200;2020
https://plato.stanford.edu/entries/darwinism/;Darwinism ;177;1962;1991;1992;14;67;1966;2000;34;1539;2019;1200;2020
https://plato.stanford.edu/entries/david/;David ;28;1961;1983;1990;5;52;1908;1993;85;1829;2018;1200;2020
https://plato.stanford.edu/entries/davidson/;Donald Davidson ;142;1988;1992;2001;26;20;1977;2001;24;1917;2019;1200;2020
https://plato.stanford.edu/entries/death/;Death ;168;1986;1997;2013;17;55;1984;2007;23;1487;2019;1200;2020
https://plato.stanford.edu/entries/death-definition/;The Definition of Death ;183;1993;1999;1999;16;36;1988;2004;16;1538;2017;1200;2020
https://plato.stanford.edu/entries/decision-capacity/;Decision-Making Capacity ;316;1990;2004;1998;26;86;1998;2011;13;1252;2020;1200;2020
https://plato.stanford.edu/entries/decision-theory/;Decision Theory ;286;1987;1998;1988;20;71;1988;2011;23;1219;2020;1200;2020
https://plato.stanford.edu/entries/decision-causal/;Causal Decision Theory ;197;1992;1994;1981;16;39;1981;2008;27;1497;2020;1200;2020
https://plato.stanford.edu/entries/decision-theory-descriptive/;Descriptive Decision Theory ;220;1978;1989;2014;12;70;1970;2004;34;1251;2017;1200;2020
https://plato.stanford.edu/entries/dedekind-foundations/;Dedekind's Contributions to the Foundations of Mathematics ;515;1973;1996;2017;48;59;1968;2010;42;1630;2020;1200;2020
https://plato.stanford.edu/entries/defaults-semantics-pragmatics/;Defaults in Semantics and Pragmatics ;243;2001;2004;2004;25;17;1995;2011;16;1893;2018;1200;2020
https://plato.stanford.edu/entries/definitions/;Definitions ;104;1965;1975;1993;9;46;1950;1998;48;1689;2019;1200;2020
https://plato.stanford.edu/entries/deleuze/;Gilles Deleuze ;341;1994;2000;2003;21;26;1987;2009;22;1789;2018;1200;2020
https://plato.stanford.edu/entries/delmedigo/;Elijah Delmedigo ;143;1893;2007;2013;46;213;1965;2013;48;1400;2019;1200;2020
https://plato.stanford.edu/entries/delusion/;Delusion ;357;1998;2004;2009;29;54;1999;2008;9;1231;2018;1200;2020
https://plato.stanford.edu/entries/democracy/;Democracy ;81;1939;1987;2002;8;101;1956;1999;43;1651;2016;1200;2020
https://plato.stanford.edu/entries/global-democracy/;Global Democracy ;180;1999;2007;2008;21;39;2000;2011;11;1651;2016;1200;2020
https://plato.stanford.edu/entries/democritus/;Democritus ;88;1988;1993;1999;8;19;1975;2002;27;1925;2016;1200;2020
https://plato.stanford.edu/entries/demonstration-medieval/;Medieval Theories of Demonstration ;82;1833;1964;1981;5;263;1892;1981;89;1200;2016;1200;2020
https://plato.stanford.edu/entries/dependence-ontological/;Ontological Dependence ;207;2005;2010;2012;31;11;1998;2013;15;1963;2020;1200;2020
https://plato.stanford.edu/entries/depiction/;Depiction ;403;1987;1998;2005;26;40;1973;2008;35;1637;2017;1200;2020
https://plato.stanford.edu/entries/derrida/;Jacques Derrida ;243;1992;1994;XXXX;XXXX;17;1981;2004;23;1920;2019;1200;2020
https://plato.stanford.edu/entries/descartes/;RenÃ© Descartes ;219;1830;1968;2006;12;185;1637;2000;363;1509;2020;1200;2020
https://plato.stanford.edu/entries/descartes-epistemology/;Descartes' Epistemology ;306;1977;1996;2006;25;74;1978;2006;28;1596;2019;1200;2020
https://plato.stanford.edu/entries/descartes-ethics/;Descartes' Ethics ;86;1985;2002;1998;6;77;1994;2009;15;1637;2017;1200;2020
https://plato.stanford.edu/entries/descartes-works/;Descartes' Life and Works ;133;1798;1650;1637;6;186;1632;1998;366;1547;2018;1200;2020
https://plato.stanford.edu/entries/descartes-mathematics/;Descartes' Mathematics ;191;1826;1972;2001;22;188;1626;2001;375;1574;2016;1200;2020
https://plato.stanford.edu/entries/descartes-method/;Descartes' Method ;186;1937;1991;2001;13;128;1952;2001;49;1320;2020;1200;2020
https://plato.stanford.edu/entries/descartes-modal/;Descartes' Modal Metaphysics ;98;1894;1987;1630;10;163;1646;2002;356;1630;2018;1200;2020
https://plato.stanford.edu/entries/descartes-ontological/;Descartes' Ontological Argument ;61;1990;1993;XXXX;XXXX;16;1978;1999;21;1955;2020;1200;2020
https://plato.stanford.edu/entries/descartes-physics/;Descartes' Physics ;96;1923;1991;2009;10;146;1974;2007;33;1596;2017;1200;2020
https://plato.stanford.edu/entries/pineal-gland/;Descartes and the Pineal Gland ;179;1789;1784;1640;14;184;1641;1978;337;1300;2020;1200;2020
https://plato.stanford.edu/entries/descartes-ideas/;Descartes' Theory of Ideas ;150;1972;1996;XXXX;XXXX;92;1985;2005;20;1583;2017;1200;2020
https://plato.stanford.edu/entries/descriptions/;Descriptions ;482;1988;1992;1990;23;33;1980;2002;22;1393;2018;1200;2020
https://plato.stanford.edu/entries/desert/;Desert ;176;1990;1996;1995;12;37;1985;2006;21;1697;2020;1200;2020
https://plato.stanford.edu/entries/desgabets/;Robert Desgabets ;109;1880;1977;2002;7;154;1674;2002;328;1610;2018;1200;2020
https://plato.stanford.edu/entries/desire/;Desire ;247;1994;1996;XXXX;XXXX;15;1987;2004;17;1892;2020;1200;2020
https://plato.stanford.edu/entries/determinate-determinables/;Determinables and Determinates ;376;1988;2001;2014;23;50;1990;2010;20;1644;2017;1200;2020
https://plato.stanford.edu/entries/determinism-causal/;Causal Determinism ;115;1984;1995;1986;10;63;1986;2002;16;1401;2016;1200;2020
https://plato.stanford.edu/entries/biology-developmental/;Developmental Biology ;444;1993;2006;2005;29;69;2000;2011;11;1326;2020;1200;2020
https://plato.stanford.edu/entries/epigenesis/;Epigenesis and Preformationism ;104;1948;1971;2000;10;57;1900;1998;98;1694;2016;1200;2020
https://plato.stanford.edu/entries/evolution-development/;Evolution and Development ;713;1984;2008;2014;49;67;1986;2014;28;1462;2020;1200;2020
https://plato.stanford.edu/entries/dewey/;John Dewey ;329;1946;1935;1916;15;44;1911;1995;84;1859;2018;1200;2020
https://plato.stanford.edu/entries/dewey-aesthetics/;Dewey's Aesthetics ;471;1978;1990;2001;21;32;1953;2004;51;1880;2020;1200;2020
https://plato.stanford.edu/entries/dewey-moral/;Dewey's Moral Philosophy ;42;1958;1970;XXXX;XXXX;44;1923;1995;72;1859;2018;1200;2020
https://plato.stanford.edu/entries/dewey-political/;Dewey's Political Philosophy ;69;1967;1991;1998;4;45;1929;2003;74;1859;2018;1200;2020
https://plato.stanford.edu/entries/dharmakiirti/;DharmakÄ«rti ;195;1989;1999;2011;19;45;1984;2005;21;1427;2016;1200;2020
https://plato.stanford.edu/entries/diagrams/;Diagrams ;139;1966;1995;1995;15;85;1976;1999;23;1368;2019;1200;2020
https://plato.stanford.edu/entries/dialectical-school/;Dialectical School ;56;1967;1976;1998;4;34;1954;1994;40;1880;2016;1200;2020
https://plato.stanford.edu/entries/dialetheism/;Dialetheism ;338;1990;2004;2004;26;61;1989;2012;23;1267;2018;1200;2020
https://plato.stanford.edu/entries/diderot/;Denis Diderot ;235;1879;1909;XXXX;XXXX;119;1758;1999;241;1680;2019;1200;2020
https://plato.stanford.edu/entries/dietrich-freiberg/;Dietrich of Freiberg ;98;1871;1987;1999;18;262;1958;1999;41;1250;2020;1200;2020
https://plato.stanford.edu/entries/digital-art/;The Philosophy of Digital Art ;128;2003;2008;2010;17;19;1998;2013;15;1895;2019;1200;2020
https://plato.stanford.edu/entries/dilthey/;Wilhelm Dilthey ;173;1915;1904;1910;29;47;1890;1924;34;1770;2020;1200;2020
https://plato.stanford.edu/entries/diodorus-cronus/;Diodorus Cronus ;28;1990;1993;XXXX;XXXX;18;1980;2004;24;1955;2018;1200;2020
https://plato.stanford.edu/entries/dirty-hands/;The Problem of Dirty Hands ;162;1976;2000;2000;18;78;1977;2006;29;1513;2018;1200;2020
https://plato.stanford.edu/entries/disability-critical/;Critical Disability Theory ;595;2006;2011;2017;57;52;2006;2015;9;1241;2019;1200;2020
https://plato.stanford.edu/entries/disability/;Disability: Definitions, Models, Experience ;148;1998;2000;2001;16;11;1993;2005;12;1963;2016;1200;2020
https://plato.stanford.edu/entries/disability-health/;Disability: Health, Well-Being, and Personal Relationships ;341;1995;2001;2005;29;52;1995;2008;13;1307;2020;1200;2020
https://plato.stanford.edu/entries/disability-care-rationing/;Disability and Health Care Rationing ;199;1991;2000;2000;20;75;1995;2006;11;1295;2020;1200;2020
https://plato.stanford.edu/entries/disability-justice/;Disability and Justice ;408;1997;2003;2009;48;50;1995;2009;14;1251;2019;1200;2020
https://plato.stanford.edu/entries/disagreement/;Disagreement ;306;2002;2012;2013;58;75;2009;2014;5;1236;2018;1200;2020
https://plato.stanford.edu/entries/discourse-representation-theory/;Discourse Representation Theory ;177;1994;1993;XXXX;XXXX;13;1986;2002;16;1960;2020;1200;2020
https://plato.stanford.edu/entries/discrimination/;Discrimination ;199;1998;2002;2018;20;25;1994;2014;20;1866;2020;1200;2020
https://plato.stanford.edu/entries/disjunction/;Disjunction ;238;1986;1989;1975;16;30;1975;2006;31;1689;2016;1200;2020
https://plato.stanford.edu/entries/dispositions/;Dispositions ;499;1997;2003;2005;36;31;1994;2009;15;1423;2018;1200;2020
https://plato.stanford.edu/entries/justice-moral-psych/;Distributive Justice and Empirical Moral Psychology ;284;1943;2002;1995;35;186;1995;2009;14;1321;2020;1200;2020
https://plato.stanford.edu/entries/illumination/;Divine Illumination ;67;1942;1995;XXXX;XXXX;176;1964;2002;38;1225;2020;1200;2020
https://plato.stanford.edu/entries/doing-allowing/;Doing vs. Allowing Harm ;220;1996;1995;2002;18;13;1988;2007;19;1958;2016;1200;2020
https://plato.stanford.edu/entries/domination/;Domination ;209;2002;2011;2013;26;31;2002;2015;13;1829;2018;1200;2020
https://plato.stanford.edu/entries/gametes-donation-sale/;The Donation and Sale of Human Eggs and Sperm ;360;1999;2006;2009;29;51;1999;2011;12;1345;2017;1200;2020
https://plato.stanford.edu/entries/organ-donation/;The Donation of Human Organs ;171;2004;2007;2008;14;11;2000;2011;11;1960;2017;1200;2020
https://plato.stanford.edu/entries/double-consciousness/;Double Consciousness ;197;1960;1982;1940;23;50;1920;2000;80;1816;2016;1200;2020
https://plato.stanford.edu/entries/double-effect/;Doctrine of Double Effect ;84;1988;1998;2008;7;67;1985;2008;23;1395;2018;1200;2020
https://plato.stanford.edu/entries/frederick-douglass/;Frederick Douglass ;269;1949;1991;1999;30;73;1892;1999;107;1552;2017;1200;2020
https://plato.stanford.edu/entries/doxography-ancient/;Doxography of Ancient Philosophy ;101;1987;2000;2018;13;46;1992;2016;24;1877;2020;1200;2020
https://plato.stanford.edu/entries/dreams-dreaming/;Dreams and Dreaming ;778;1973;2005;2013;48;94;1978;2012;34;1214;2020;1200;2020
https://plato.stanford.edu/entries/dualism/;Dualism ;195;1977;1987;1984;12;48;1974;1997;23;1641;2020;1200;2020
https://plato.stanford.edu/entries/dubois/;W.E.B. Du Bois ;378;1968;1996;2007;23;54;1924;2009;85;1638;2020;1200;2020
https://plato.stanford.edu/entries/du-bos/;Jean-Baptiste Du Bos ;101;1840;1760;1982;5;139;1732;1982;250;1508;2019;1200;2020
https://plato.stanford.edu/entries/duhem/;Pierre Duhem ;199;1932;1951;1996;22;104;1910;1991;81;1277;2020;1200;2020
https://plato.stanford.edu/entries/duns-scotus/;John Duns Scotus ;80;1794;1998;2002;8;323;1307;2013;706;1265;2019;1200;2020
https://plato.stanford.edu/entries/dutch-book/;Dutch Book Arguments ;125;1992;1997;2004;12;19;1984;2004;20;1926;2016;1200;2020
https://plato.stanford.edu/entries/early-modern-india/;Analytic Philosophy in Early Modern India ;99;1960;1977;1977;8;80;1951;1992;41;1450;2020;1200;2020
https://plato.stanford.edu/entries/ecology/;Ecology ;182;1973;1981;XXXX;XXXX;65;1973;1996;23;1312;2016;1200;2020
https://plato.stanford.edu/entries/biodiversity/;Biodiversity ;185;1992;1997;1986;17;41;1988;2002;14;1462;2018;1200;2020
https://plato.stanford.edu/entries/economics/;Philosophy of Economics ;1486;1986;1990;2015;49;31;1976;2007;31;1752;2020;1200;2020
https://plato.stanford.edu/entries/economic-justice/;Economics and Economic Justice ;489;1991;1997;2002;28;36;1984;2005;21;1321;2017;1200;2020
https://plato.stanford.edu/entries/education-philosophy/;Philosophy of Education ;285;1994;2002;2003;19;31;1984;2010;26;1693;2018;1200;2020
https://plato.stanford.edu/entries/edwards/;Jonathan Edwards ;158;1899;1957;1957;51;122;1765;1989;224;1208;2020;1200;2020
https://plato.stanford.edu/entries/egalitarianism/;Egalitarianism ;321;1992;1998;2000;34;33;1989;2003;14;1690;2016;1200;2020
https://plato.stanford.edu/entries/egoism/;Egoism ;118;1990;2000;2011;13;27;1982;2011;29;1900;2019;1200;2020
https://plato.stanford.edu/entries/ehrenfels/;Christian von Ehrenfels ;312;1939;1914;1988;40;51;1891;1988;97;1859;2019;1200;2020
https://plato.stanford.edu/entries/einstein-philscience/;Einstein's Philosophy of Science ;310;1952;1949;1949;12;45;1917;1993;76;1688;2019;1200;2020
https://plato.stanford.edu/entries/elias/;Elias ;23;1978;1983;1990;5;31;1963;1990;27;1892;2016;1200;2020
https://plato.stanford.edu/entries/elisabeth-bohemia/;Elisabeth, Princess of Bohemia ;101;1886;1983;1999;11;155;1667;1999;332;1618;2016;1200;2020
https://plato.stanford.edu/entries/properties-emergent/;Emergent Properties ;390;1993;2005;2010;32;63;1996;2012;16;1225;2020;1200;2020
https://plato.stanford.edu/entries/emerson/;Ralph Waldo Emerson ;64;1965;1991;XXXX;XXXX;59;1950;2007;57;1803;2020;1200;2020
https://plato.stanford.edu/entries/emotion/;Emotion ;730;1992;2003;2008;34;53;1989;2011;22;1243;2018;1200;2020
https://plato.stanford.edu/entries/emotions-17th18th/;17th and 18th Century Theories of Emotions ;225;1898;1990;1998;20;144;1759;1998;239;1500;2016;1200;2020
https://plato.stanford.edu/entries/emotion-Christian-tradition/;Emotions in the Christian Tradition ;47;1963;1994;XXXX;XXXX;99;1960;2005;45;1385;2016;1200;2020
https://plato.stanford.edu/entries/medieval-emotions/;Medieval Theories of the Emotions ;227;1904;2000;2012;18;224;1958;2011;53;1217;2018;1200;2020
https://plato.stanford.edu/entries/empathy/;Empathy ;526;1989;2004;2011;51;61;1991;2011;20;1229;2019;1200;2020
https://plato.stanford.edu/entries/empedocles/;Empedocles ;135;1996;2005;2005;22;36;1994;2013;19;1665;2020;1200;2020
https://plato.stanford.edu/entries/empiricism-ancient-medieval/;Ancient and Medieval Empiricism ;293;1938;1982;XXXX;XXXX;162;1955;2002;47;1200;2017;1200;2020
https://plato.stanford.edu/entries/logical-empiricism/;Logical Empiricism ;231;1954;1950;1936;15;35;1933;1978;45;1879;2020;1200;2020
https://plato.stanford.edu/entries/enlightenment/;Enlightenment ;185;1826;1772;1748;6;131;1713;1972;259;1561;2017;1200;2020
https://plato.stanford.edu/entries/envy/;Envy ;55;1982;1989;2016;7;46;1980;2005;25;1759;2016;1200;2020
https://plato.stanford.edu/entries/epictetus/;Epictetus ;91;1973;1996;1998;6;70;1970;2004;34;1497;2017;1200;2020
https://plato.stanford.edu/entries/epicurus/;Epicurus ;177;1990;1995;XXXX;XXXX;21;1983;2002;19;1887;2018;1200;2020
https://plato.stanford.edu/entries/epiphenomenalism/;Epiphenomenalism ;211;1974;1997;2010;16;57;1975;2010;35;1649;2019;1200;2020
https://plato.stanford.edu/entries/episteme-techne/;Episteme and Techne ;43;1989;1994;XXXX;XXXX;22;1986;1999;13;1903;2020;1200;2020
https://plato.stanford.edu/entries/closure-epistemic/;Epistemic Closure ;179;1992;1998;2005;19;17;1984;2004;20;1931;2020;1200;2020
https://plato.stanford.edu/entries/epistemic-paradoxes/;Epistemic Paradoxes ;145;1981;1984;1988;10;30;1964;2003;39;1756;2020;1200;2020
https://plato.stanford.edu/entries/epistemic-utility/;Epistemic Utility Arguments for Probabilism ;173;2002;2012;XXXX;XXXX;59;2000;2016;16;1248;2019;1200;2020
https://plato.stanford.edu/entries/epistemology/;Epistemology ;564;2001;2004;1999;42;16;1995;2013;18;1896;2020;1200;2020
https://plato.stanford.edu/entries/epistemology-bayesian/;Bayesian Epistemology ;73;1973;1988;1999;6;51;1968;1999;31;1701;2016;1200;2020
https://plato.stanford.edu/entries/epistemology-evolutionary/;Evolutionary Epistemology ;148;1989;1988;1988;10;15;1981;2000;19;1920;2020;1200;2020
https://plato.stanford.edu/entries/epistemology-latin-america/;Epistemology in Latin America ;327;1996;2003;XXXX;XXXX;41;1992;2011;19;1413;2018;1200;2020
https://plato.stanford.edu/entries/epistemology-naturalized/;Naturalism in Epistemology ;536;1991;1995;1994;40;38;1986;2006;20;1641;2020;1200;2020
https://plato.stanford.edu/entries/epistemology-social/;Social Epistemology ;309;1989;2007;2018;19;68;1990;2015;25;1287;2019;1200;2020
https://plato.stanford.edu/entries/epistemology-virtue/;Virtue Epistemology ;520;2001;2008;2014;48;37;2001;2014;13;1603;2017;1200;2020
https://plato.stanford.edu/entries/formal-epistemology/;Formal Epistemology ;297;1992;2000;2013;19;24;1984;2009;25;1888;2016;1200;2020
https://plato.stanford.edu/entries/epsilon-calculus/;The Epsilon Calculus ;222;1981;1993;1995;18;29;1965;2000;35;1899;2020;1200;2020
https://plato.stanford.edu/entries/equality/;Equality ;314;1967;1989;1997;22;80;1974;1997;23;1282;2017;1200;2020
https://plato.stanford.edu/entries/equal-ed-opportunity/;Equality of Educational Opportunity ;209;1987;2004;1999;14;89;1996;2011;15;1223;2017;1200;2020
https://plato.stanford.edu/entries/equal-opportunity/;Equality of Opportunity ;252;1997;2000;2000;25;25;1993;2005;12;1643;2016;1200;2020
https://plato.stanford.edu/entries/equivME/;The Equivalence of Mass and Energy ;213;1964;1977;1905;21;39;1929;1999;70;1873;2019;1200;2020
https://plato.stanford.edu/entries/erasmus/;Desiderius Erasmus ;145;1762;1906;1516;5;236;1521;1990;469;1341;2017;1200;2020
https://plato.stanford.edu/entries/ergodic-hierarchy/;The Ergodic Hierarchy ;163;1980;2000;2011;11;78;1980;2011;31;1236;2020;1200;2020
https://plato.stanford.edu/entries/scottus-eriugena/;John Scottus Eriugena ;171;1928;1986;XXXX;XXXX;164;1957;1997;40;1210;2019;1200;2020
https://plato.stanford.edu/entries/essential-accidental/;Essential vs. Accidental Properties ;175;1990;1993;2007;10;21;1976;2006;30;1909;2020;1200;2020
https://plato.stanford.edu/entries/eternity/;Eternity in Christian Thought ;232;1994;1997;2002;22;16;1989;2002;13;1908;2018;1200;2020
https://plato.stanford.edu/entries/ethics-ancient/;Ancient Ethical Theory ;35;1990;1994;XXXX;XXXX;25;1988;2002;14;1903;2016;1200;2020
https://plato.stanford.edu/entries/ethics-business/;Business Ethics ;437;1998;2003;2010;32;25;1993;2010;17;1776;2017;1200;2020
https://plato.stanford.edu/entries/ethics-deontological/;Deontological Ethics ;257;1984;1996;2019;12;64;1982;2009;27;1395;2020;1200;2020
https://plato.stanford.edu/entries/ethics-environmental/;Environmental Ethics ;504;1984;1994;1999;35;66;1986;2000;14;1203;2020;1200;2020
https://plato.stanford.edu/entries/ethics-indian-buddhism/;Ethics in Indian and Tibetan Buddhism ;74;1987;2002;1995;9;73;1995;2011;16;1635;2017;1200;2020
https://plato.stanford.edu/entries/ethics-internet-research/;Internet Research Ethics ;352;2004;2008;2010;49;20;2003;2010;7;1751;2020;1200;2020
https://plato.stanford.edu/entries/natural-law-ethics/;The Natural Law Tradition in Ethics ;128;1997;1999;2001;14;13;1988;2005;17;1949;2019;1200;2020
https://plato.stanford.edu/entries/ethics-search/;Search Engines and Ethics ;270;2000;2008;2008;30;50;2002;2013;11;1500;2020;1200;2020
https://plato.stanford.edu/entries/ethics-virtue/;Virtue Ethics ;332;2004;2007;2015;35;12;2000;2013;13;1950;2016;1200;2020
https://plato.stanford.edu/entries/chimeras/;Human/Non-Human Chimeras ;296;1996;2005;2003;42;49;2000;2007;7;1419;2020;1200;2020
https://plato.stanford.edu/entries/clinical-research/;The Ethics of Clinical Research ;207;1962;1999;2008;17;131;1986;2006;20;1200;2017;1200;2020
https://plato.stanford.edu/entries/justice-inequality-health/;Justice, Inequality, and Health ;207;1992;2001;2013;35;69;1997;2008;11;1373;2016;1200;2020
https://plato.stanford.edu/entries/justice-healthcareaccess/;Justice and Access to Health Care ;146;1989;1994;XXXX;XXXX;52;1980;2008;28;1395;2017;1200;2020
https://plato.stanford.edu/entries/privacy-medicine/;Privacy and Medicine ;352;1993;2000;2000;26;38;1990;2007;17;1591;2016;1200;2020
https://plato.stanford.edu/entries/stem-cells/;Ethics of Stem Cell Research ;129;1994;2004;2007;15;71;1999;2009;10;1329;2018;1200;2020
https://plato.stanford.edu/entries/theory-bioethics/;Theory and Bioethics ;188;1997;1996;1996;20;18;1989;2008;19;1874;2020;1200;2020
https://plato.stanford.edu/entries/eugenics/;Eugenics ;340;2002;2005;2007;45;23;2000;2008;8;1649;2016;1200;2020
https://plato.stanford.edu/entries/euthanasia-voluntary/;Voluntary Euthanasia ;149;2002;2005;2002;12;16;1997;2011;14;1900;2020;1200;2020
https://plato.stanford.edu/entries/events/;Events ;479;1985;1986;1979;22;21;1975;2000;25;1914;2020;1200;2020
https://plato.stanford.edu/entries/evidence/;Evidence ;169;1984;1988;2005;10;22;1965;2004;39;1928;2016;1200;2020
https://plato.stanford.edu/entries/evidence-legal/;The Legal Concept of Evidence ;374;1964;2000;2008;25;109;1979;2008;29;1254;2016;1200;2020
https://plato.stanford.edu/entries/concept-evil/;The Concept of Evil ;379;1993;2003;2002;61;47;1999;2010;11;1591;2020;1200;2020
https://plato.stanford.edu/entries/evil/;The Problem of Evil ;168;1981;1987;XXXX;XXXX;41;1977;1996;19;1556;2016;1200;2020
https://plato.stanford.edu/entries/evolution/;Evolution ;17;1948;1973;1973;4;64;1874;2005;131;1859;2017;1200;2020
https://plato.stanford.edu/entries/evolution-before-darwin/;Evolutionary Thought Before Darwin ;509;1875;1959;2006;24;143;1765;1999;234;1200;2019;1200;2020
https://plato.stanford.edu/entries/evolution-cultural/;Cultural Evolution ;217;1993;2005;2005;22;49;1999;2012;13;1500;2020;1200;2020
https://plato.stanford.edu/entries/origin-descent/;Darwin: From Origin of Species to Descent of Man ;739;1948;1987;2013;90;72;1869;2008;139;1743;2019;1200;2020
https://plato.stanford.edu/entries/existence/;Existence ;235;1980;1985;1986;14;28;1975;1998;23;1884;2020;1200;2020
https://plato.stanford.edu/entries/existentialism/;Existentialism ;287;1977;1981;XXXX;XXXX;31;1961;2000;39;1793;2020;1200;2020
https://plato.stanford.edu/entries/experimental-moral/;Experimental Moral Philosophy ;403;1996;2008;2008;46;51;1998;2011;13;1339;2018;1200;2020
https://plato.stanford.edu/entries/experimental-philosophy/;Experimental Philosophy ;337;2007;2013;2015;50;36;2008;2015;7;1603;2020;1200;2020
https://plato.stanford.edu/entries/exploitation/;Exploitation ;194;1980;1996;XXXX;XXXX;58;1982;2008;26;1661;2016;1200;2020
https://plato.stanford.edu/entries/self-knowledge-externalism/;Externalism and Self-Knowledge ;735;1997;2000;2003;63;36;1995;2005;10;1337;2017;1200;2020
https://plato.stanford.edu/entries/facts/;Facts ;294;1980;1991;1997;15;35;1969;2004;35;1837;2020;1200;2020
https://plato.stanford.edu/entries/faith/;Faith ;212;1980;1993;1974;13;45;1974;2005;31;1698;2016;1200;2020
https://plato.stanford.edu/entries/falaquera/;Shem Tov Ibn Falaquera ;107;1920;1995;2000;12;195;1945;2004;59;1225;2020;1200;2020
https://plato.stanford.edu/entries/fallacies/;Fallacies ;237;1968;1995;1995;36;75;1974;2003;29;1620;2020;1200;2020
https://plato.stanford.edu/entries/frantz-fanon/;Frantz Fanon ;114;1988;1995;1994;10;27;1961;2014;53;1925;2019;1200;2020
https://plato.stanford.edu/entries/fatalism/;Fatalism ;127;1959;1982;1900;24;85;1962;1995;33;1225;2018;1200;2020
https://plato.stanford.edu/entries/fechner/;Gustav Theodor Fechner ;156;1859;1855;1855;11;59;1824;1892;68;1677;2020;1200;2020
https://plato.stanford.edu/entries/federalism/;Federalism ;272;1942;1993;2001;22;107;1940;2001;61;1291;2018;1200;2020
https://plato.stanford.edu/entries/feigl/;Herbert Feigl ;207;1965;1967;1981;37;32;1945;1981;36;1879;2018;1200;2020
https://plato.stanford.edu/entries/margaret-fell/;Margaret Fell ;196;1799;1683;1656;16;174;1656;1996;340;1400;2020;1200;2020
https://plato.stanford.edu/entries/feminist-philosophy/;Feminist Philosophy ;308;1986;1994;1989;20;58;1987;2003;16;1241;2019;1200;2020
https://plato.stanford.edu/entries/femapproach-analytic/;Analytic Feminism ;450;1997;1999;XXXX;XXXX;21;1993;2005;12;1600;2016;1200;2020
https://plato.stanford.edu/entries/femapproach-continental/;Continental Feminism ;841;2003;2009;2017;60;31;1996;2016;20;1241;2020;1200;2020
https://plato.stanford.edu/entries/femapproach-analy-cont/;Intersections Between Analytic and Continental Feminism ;165;1993;2000;XXXX;XXXX;63;1990;2009;19;1241;2018;1200;2020
https://plato.stanford.edu/entries/femapproach-prag-cont/;Intersections Between Pragmatist and Continental Feminism ;199;1999;2000;2001;22;12;1992;2006;14;1925;2019;1200;2020
https://plato.stanford.edu/entries/feminism-latin-america/;Latin American Feminism ;358;1986;2004;2014;46;57;1980;2012;32;1300;2020;1200;2020
https://plato.stanford.edu/entries/femapproach-pragmatism/;Pragmatist Feminism ;316;1984;2001;2020;16;42;1985;2013;28;1845;2020;1200;2020
https://plato.stanford.edu/entries/feminism-psychoanalysis/;Psychoanalytic Feminism ;233;1978;1986;1968;20;25;1970;1993;23;1895;2016;1200;2020
https://plato.stanford.edu/entries/feminism-aesthetics/;Feminist Aesthetics ;310;1995;2000;1998;24;33;1993;2011;18;1757;2020;1200;2020
https://plato.stanford.edu/entries/feminist-bioethics/;Feminist Bioethics ;308;2003;2004;2001;24;9;1999;2009;10;1946;2016;1200;2020
https://plato.stanford.edu/entries/feminism-environmental/;Feminist Environmental Philosophy ;254;1993;1997;1997;30;33;1990;2004;14;1500;2019;1200;2020
https://plato.stanford.edu/entries/feminism-epistemology/;Feminist Epistemology and Philosophy of Science ;497;1995;1993;1993;46;10;1989;2002;13;1963;2020;1200;2020
https://plato.stanford.edu/entries/feminism-ethics/;Feminist Ethics ;609;1989;2000;2005;29;59;1989;2012;23;1241;2019;1200;2020
https://plato.stanford.edu/entries/feminism-femhist/;Feminist History of Philosophy ;151;1959;1993;1993;20;106;1987;1998;11;1400;2020;1200;2020
https://plato.stanford.edu/entries/feminism-liberal/;Liberal Feminism ;808;1990;2001;2002;58;83;1995;2006;11;1204;2020;1200;2020
https://plato.stanford.edu/entries/feminism-metaphysics/;Feminist Metaphysics ;278;2000;2000;2011;40;13;1993;2011;18;1949;2017;1200;2020
https://plato.stanford.edu/entries/feminism-moralpsych/;Feminist Moral Psychology ;310;1994;1993;1987;31;17;1987;2002;15;1861;2020;1200;2020
